title,authors,nc_state_people,DOI,year,topics,nc_authors,unity_ids
Phosphorylation-dependent proteome of Marcks in ependyma during aging and behavioral homeostasis in the mouse forebrain,"Muthusamy, Nagendran; Williams, Taufika I; O'Toole, Ryan; Brudvig, Jon J.; Adler, Kenneth B.; Weimer, Jill M.; Muddiman, David C.; Ghashghaei, H. Troy",Taufika Williams (tiwillia); Kenneth Adler (kbadler); David Muddiman (dcmuddim); Nagendran Muthusamy (nmuthus); Troy Ghashghaei (tghashg),10.1007/s11357-022-00517-3,2022,"breeding; pest mgmt; outreach; microbes; Agtech; conservation; social sciences; robotics; gene expression; resource economics; regenerative ag; bioremediation; precision ag; proteomics; machine learning; modeling; plant health; synthetic biology; sustainable ag; digital twin; labor; imaging; digital ag; plant improvement; nematodes; society; regulatory science; education; decision support; community; artificial intelligence; mass spectronomy; Genetics; genomics; soil; science communication; data analytics; plant signalling; data science; resilient ag; carbon capture; Ag economics; food systems; workforce development; policy; CPS; fungi; risk management; Ecology; CRISPR; waste management; materials engineering; computer vision; sensors; disease control; digital twins; automation; IoT; supply chain; geospatial; nutrient cycle; biotic stress; food security; renewable energy; sensing; pathology; extension","Williams, Taufika; Adler, Kenneth; Muddiman, David; Muthusamy, Nagendran; Ghashghaei, Troy",tiwillia; kbadler; dcmuddim; nmuthus; tghashg
"Gene Flow of Phytophthora infestans Between Refuse Piles, and Organic and Conventional Potato Fields in Southern Flevoland, The Netherlands","Hu, Chia-Hui; Govers, Francine; Carbone, Ignazio; Ristaino, Jean Beagle",Ignazio Carbone (icarbon); Jean Ristaino (jbr),10.1007/s11540-022-09597-2,2022,"breeding; pest mgmt; outreach; microbes; Agtech; conservation; social sciences; robotics; gene expression; resource economics; regenerative ag; bioremediation; precision ag; proteomics; machine learning; modeling; plant health; synthetic biology; sustainable ag; digital twin; labor; imaging; digital ag; plant improvement; nematodes; society; regulatory science; education; decision support; community; artificial intelligence; mass spectronomy; Genetics; genomics; soil; science communication; data analytics; plant signalling; data science; resilient ag; carbon capture; Ag economics; food systems; workforce development; policy; CPS; fungi; risk management; Ecology; CRISPR; waste management; materials engineering; computer vision; sensors; disease control; digital twins; automation; IoT; supply chain; geospatial; nutrient cycle; biotic stress; food security; renewable energy; sensing; pathology; extension","Carbone, Ignazio; Ristaino, Jean",icarbon; jbr
Powdery mildew epidemics in the nursery: role of chasmothecia in epidemic initiation and fungicide regimes to limit chasmothecia formation,"Moparthi, Swarnalatha; Bradshaw, Michael",Michael Bradshaw (mjbradsh),10.1007/s11557-021-01678-9,2021,"breeding; pest mgmt; outreach; microbes; Agtech; conservation; social sciences; robotics; gene expression; resource economics; regenerative ag; bioremediation; precision ag; proteomics; machine learning; modeling; plant health; synthetic biology; sustainable ag; digital twin; labor; imaging; digital ag; plant improvement; nematodes; society; regulatory science; education; decision support; community; artificial intelligence; mass spectronomy; Genetics; genomics; soil; science communication; data analytics; plant signalling; data science; resilient ag; carbon capture; Ag economics; food systems; workforce development; policy; CPS; fungi; risk management; Ecology; CRISPR; waste management; materials engineering; computer vision; sensors; disease control; digital twins; automation; IoT; supply chain; geospatial; nutrient cycle; biotic stress; food security; renewable energy; sensing; pathology; extension","Bradshaw, Michael",mjbradsh
"Phylogeny and taxonomy of the Erysiphe adunca complex (Erysiphaceae, Helotiales) on poplars and willows","Darsaraei, Hamideh; Khodaparast, Seyed Akbar; Takamatsu, Susumu; Abbasi, Mehrdad; Asgari, Bita; Sajedi, Sepideh; Götz, Monika; Liu, Shu-Yan; Feng, Jing; Bradshaw, Michael; Bulgakov, Timur; Braun, Uwe",Michael Bradshaw (mjbradsh),10.1007/s11557-021-01688-7,2021,"breeding; pest mgmt; outreach; microbes; Agtech; conservation; social sciences; robotics; gene expression; resource economics; regenerative ag; bioremediation; precision ag; proteomics; machine learning; modeling; plant health; synthetic biology; sustainable ag; digital twin; labor; imaging; digital ag; plant improvement; nematodes; society; regulatory science; education; decision support; community; artificial intelligence; mass spectronomy; Genetics; genomics; soil; science communication; data analytics; plant signalling; data science; resilient ag; carbon capture; Ag economics; food systems; workforce development; policy; CPS; fungi; risk management; Ecology; CRISPR; waste management; materials engineering; computer vision; sensors; disease control; digital twins; automation; IoT; supply chain; geospatial; nutrient cycle; biotic stress; food security; renewable energy; sensing; pathology; extension","Bradshaw, Michael",mjbradsh
"Discovery of a cryptic species, Erysiphe salicina sp. nov., and reconstruction of the phylogeny of powdery mildews on Populus and Salix spp.","Feng, Jing; Liu, Shu-Yan; Braun, Uwe; Takamatsu, Susumu; Bradshaw, Michael; Khodaparast, Seyed Akbar; Bulgakov, Timur S.; Guan, Guan-Xiu; Zhao, Feng-Yun; Tang, Shu-Rong",Michael Bradshaw (mjbradsh),10.1007/s11557-022-01793-1,2022,"breeding; pest mgmt; outreach; microbes; Agtech; conservation; social sciences; robotics; gene expression; resource economics; regenerative ag; bioremediation; precision ag; proteomics; machine learning; modeling; plant health; synthetic biology; sustainable ag; digital twin; labor; imaging; digital ag; plant improvement; nematodes; society; regulatory science; education; decision support; community; artificial intelligence; mass spectronomy; Genetics; genomics; soil; science communication; data analytics; plant signalling; data science; resilient ag; carbon capture; Ag economics; food systems; workforce development; policy; CPS; fungi; risk management; Ecology; CRISPR; waste management; materials engineering; computer vision; sensors; disease control; digital twins; automation; IoT; supply chain; geospatial; nutrient cycle; biotic stress; food security; renewable energy; sensing; pathology; extension","Bradshaw, Michael",mjbradsh
"Penicillium raperi, a species isolated from Colorado cropping soils, is a potential biological control agent that produces multiple metabolites and is antagonistic against postharvest phytopathogens","Lichtner, Franz J.; Jurick, Wayne M.; Bradshaw, Michael; Broeckling, Corey; Bauchan, Gary; Broders, Kirk",Michael Bradshaw (mjbradsh),10.1007/s11557-022-01812-1,2022,"breeding; pest mgmt; outreach; microbes; Agtech; conservation; social sciences; robotics; gene expression; resource economics; regenerative ag; bioremediation; precision ag; proteomics; machine learning; modeling; plant health; synthetic biology; sustainable ag; digital twin; labor; imaging; digital ag; plant improvement; nematodes; society; regulatory science; education; decision support; community; artificial intelligence; mass spectronomy; Genetics; genomics; soil; science communication; data analytics; plant signalling; data science; resilient ag; carbon capture; Ag economics; food systems; workforce development; policy; CPS; fungi; risk management; Ecology; CRISPR; waste management; materials engineering; computer vision; sensors; disease control; digital twins; automation; IoT; supply chain; geospatial; nutrient cycle; biotic stress; food security; renewable energy; sensing; pathology; extension","Bradshaw, Michael",mjbradsh
"Responsible Innovation Definitions, Practices, and Motivations from Nanotechnology Researchers in Food and Agriculture","Kokotovich, Adam E.; Kuzma, Jennifer; Cummings, Christopher L.; Grieger, Khara",Adam Kokotovich (akokoto); Jennifer Kuzma (jkuzma); Khara Grieger (kdgriege),10.1007/s11569-021-00404-9,2021,"sustainable ag","Kokotovich, Adam; Kuzma, Jennifer; Grieger, Khara",akokoto; jkuzma; kdgriege
On Using the Volatile Mem-Capacitive Effect of TiO2 Resistive Random Access Memory to Mimic the Synaptic Forgetting Process,"Sarkar, Biplab; Mills, Steven; Lee, Bongmook; Pitts, W. Shepherd; Misra, Veena; Franzon, Paul D.",Biplab Sarkar (bsarkar); Bongmook Lee (blee2); Wallace Pitts (wspitts2); Veena Misra (vmisra); Paul Franzon (paulf),10.1007/s11664-017-5914-x,2017,"breeding; pest mgmt; outreach; microbes; Agtech; conservation; social sciences; robotics; gene expression; resource economics; regenerative ag; bioremediation; precision ag; proteomics; machine learning; modeling; plant health; synthetic biology; sustainable ag; digital twin; labor; imaging; digital ag; plant improvement; nematodes; society; regulatory science; education; decision support; community; artificial intelligence; mass spectronomy; Genetics; genomics; soil; science communication; data analytics; plant signalling; data science; resilient ag; carbon capture; Ag economics; food systems; workforce development; policy; CPS; fungi; risk management; Ecology; CRISPR; waste management; materials engineering; computer vision; sensors; disease control; digital twins; automation; IoT; supply chain; geospatial; nutrient cycle; biotic stress; food security; renewable energy; sensing; pathology; extension","Sarkar, Biplab; Lee, Bongmook; Pitts, Wallace; Misra, Veena; Franzon, Paul",bsarkar; blee2; wspitts2; vmisra; paulf
"Influence of Exposure Time, Shear Stress, and Surfactants on Detachment of Escherichia coli O157:H7 from Fresh Lettuce Leaf Surfaces During Washing Process","Huang, Kang; Tian, Yuyang; Salvi, Deepti; Karwe, Mukund; Nitin, Nitin",Deepti Salvi (dasalvi),10.1007/s11947-017-2038-5,2017,"breeding; pest mgmt; outreach; microbes; Agtech; conservation; social sciences; robotics; gene expression; resource economics; regenerative ag; bioremediation; precision ag; proteomics; machine learning; modeling; plant health; synthetic biology; sustainable ag; digital twin; labor; imaging; digital ag; plant improvement; nematodes; society; regulatory science; education; decision support; community; artificial intelligence; mass spectronomy; Genetics; genomics; soil; science communication; data analytics; plant signalling; data science; resilient ag; carbon capture; Ag economics; food systems; workforce development; policy; CPS; fungi; risk management; Ecology; CRISPR; waste management; materials engineering; computer vision; sensors; disease control; digital twins; automation; IoT; supply chain; geospatial; nutrient cycle; biotic stress; food security; renewable energy; sensing; pathology; extension","Salvi, Deepti",dasalvi
High Pressure-Assisted Infusion of Calcium into Baby Carrots Part I: Influence of Process Variables on Calcium Infusion and Hardness of the Baby Carrots,"Gosavi, Noopur S.; Salvi, Deepti; Karwe, Mukund V.",Deepti Salvi (dasalvi),10.1007/s11947-018-2203-5,2018,"breeding; pest mgmt; outreach; microbes; Agtech; conservation; social sciences; robotics; gene expression; resource economics; regenerative ag; bioremediation; precision ag; proteomics; machine learning; modeling; plant health; synthetic biology; sustainable ag; digital twin; labor; imaging; digital ag; plant improvement; nematodes; society; regulatory science; education; decision support; community; artificial intelligence; mass spectronomy; Genetics; genomics; soil; science communication; data analytics; plant signalling; data science; resilient ag; carbon capture; Ag economics; food systems; workforce development; policy; CPS; fungi; risk management; Ecology; CRISPR; waste management; materials engineering; computer vision; sensors; disease control; digital twins; automation; IoT; supply chain; geospatial; nutrient cycle; biotic stress; food security; renewable energy; sensing; pathology; extension","Salvi, Deepti",dasalvi
High Pressure-Assisted Infusion of Calcium into Baby Carrots Part II: Influence of Process Variables on β-carotene Extraction and Color of the Baby Carrots,"Gosavi, N. S.; Salvi, D.; Karwe, M. V.",Deepti Salvi (dasalvi),10.1007/s11947-019-2236-4,2019,"breeding; pest mgmt; outreach; microbes; Agtech; conservation; social sciences; robotics; gene expression; resource economics; regenerative ag; bioremediation; precision ag; proteomics; machine learning; modeling; plant health; synthetic biology; sustainable ag; digital twin; labor; imaging; digital ag; plant improvement; nematodes; society; regulatory science; education; decision support; community; artificial intelligence; mass spectronomy; Genetics; genomics; soil; science communication; data analytics; plant signalling; data science; resilient ag; carbon capture; Ag economics; food systems; workforce development; policy; CPS; fungi; risk management; Ecology; CRISPR; waste management; materials engineering; computer vision; sensors; disease control; digital twins; automation; IoT; supply chain; geospatial; nutrient cycle; biotic stress; food security; renewable energy; sensing; pathology; extension","Salvi, Deepti",dasalvi
