title,authors,nc_state_people,DOI,year,topics,co_author,nc_authors,unity_ids
Logistics of carpet recycling in the US: Designing the collection network,"Sas, I.; Joines, J.A.; Thoney, K.A.; King, R.E.",Jeff Joines (jjoine); Kristin Barletta (kathoney),10.1080/00405000.2018.1480101,2018,Facility Location and Emergency Management; Sustainable Supply Chain Management; Municipal Solid Waste Management,"Joines, J.A.; Thoney, K.A.; King, R.E.","Joines, J.A.; Thoney, K.A.",jjoine; kathoney
An introduction to a new direct testing method for characterizing pressure in compression fabrics,"Kwon, Cassandra; Hegarty, Meghan; Oxenham, William; Thoney-Barletta, Kristin; Grant, Edward; Reid, Lawrence",Cassandra Kwon (chkwon); William Oxenham (woxenham); Kristin Barletta (kathoney); Edward Grant (egrant); Meghan S. Hegarty (mshegart),10.1080/00405000.2018.1527966,2018,Textile materials and evaluations; Mechanical Behavior of Composites; Material Properties and Processing,"Hegarty, Meghan; Oxenham, William; Thoney-Barletta, Kristin; Grant, Edward; Reid, Lawrence","Kwon, Cassandra; Oxenham, William; Thoney-Barletta, Kristin; Grant, Edward; Hegarty, Meghan",chkwon; woxenham; kathoney; egrant; mshegart
When burning wood to generate energy makes climate sense,"Abt, Robert; Galik, Christopher; Baker, Justin",Robert Abt (bobabt); Christopher Galik (csgalik); Justin Baker (jsbaker4),10.1080/00963402.2022.2062941,2022,Biofuel production and bioconversion; Bioenergy crop production and management; Forest Biomass Utilization and Management,"Galik, Christopher; Baker, Justin","Abt, Robert; Galik, Christopher; Baker, Justin",bobabt; csgalik; jsbaker4
Optimal Seed Deployment Under Climate Change Using Spatial Models: Application to Loblolly Pine in the Southeastern US,"Farjat, Alfredo; Reich, Brian J.; Guinness, Joseph; Whetten, Ross; McKeand, Steven; Isik, Fikret",Alfredo Farjat (aefarjat); Brian Reich (bjreich); Joseph Guinness (jsguinne); Ross Whetten (rosswhet); Steve McKeand (semckean); Fikret Isik (fisik),10.1080/01621459.2017.1292179,2017,Forest ecology and management; Soil Geostatistics and Mapping; Forest Management and Policy,"Reich, Brian J.; Guinness, Joseph; Whetten, Ross; McKeand, Steven; Isik, Fikret","Farjat, Alfredo; Reich, Brian J.; Guinness, Joseph; Whetten, Ross; McKeand, Steven; Isik, Fikret",aefarjat; bjreich; jsguinne; rosswhet; semckean; fisik
"Nitrogen fertilizer effects on soybean physiology, yield components, seed yield and protein content in the Southeastern United States","Epie, Kenedy Etone; Bauer, Philip J.; Stone, Kenneth C.; Locke, Anna M.",Anna Locke (amlocke2),10.1080/01904167.2022.2084106,2022,Soybean genetics and cultivation; Legume Nitrogen Fixing Symbiosis; Agronomic Practices and Intercropping Systems,"Bauer, Philip J.; Stone, Kenneth C.; Locke, Anna M.","Locke, Anna M.",amlocke2
"Biochar applications and enzyme activity, carbon dioxide emission, and carbon sequestration in a calcareous soil","Sakin, Erdal; Yanardağ, İbrahim Halil; Ramazanoglu, Emrah; Dari, Biswanath; Sihi, Debjani",Debjani Sihi (dsihi),10.1080/01904167.2024.2354215,2024,Soil Carbon and Nitrogen Dynamics; Coal and Its By-products; Peatlands and Wetlands Ecology,"Yanardağ, İbrahim Halil; Ramazanoglu, Emrah; Dari, Biswanath; Sihi, Debjani","Sihi, Debjani",dsihi
Laboratory observations for examining estimates of soil dry surface layer thickness with parsimonious models,"Mathers, Cara; Robarge, Wayne; Walker, John; Sayde, Chadi; Heitman, Joshua",Wayne Robarge (nwpr); John Walker (jtwalke3); Chadi Sayde (csayde); Josh Heitman (jlheitma),10.1080/02626667.2024.2373249,2024,Plant Water Relations and Carbon Dynamics; Soil Moisture and Remote Sensing; Soil and Unsaturated Flow,"Robarge, Wayne; Walker, John; Sayde, Chadi; Heitman, Joshua","Robarge, Wayne; Walker, John; Sayde, Chadi; Heitman, Joshua",nwpr; jtwalke3; csayde; jlheitma
Improved Protocol for Alkaline Nitrobenzene Oxidation of Woody and Non-Woody Biomass,"Min, Douyong; Xiang, Zhouyang; Liu, Jie; Jameel, Hasan; Chiang, Vincent; Jin, Yongcan; Chang, Hou-min",Douyong Min (dmin); Zhouyang Xiang (zxiang); Hasan Jameel (jameel); Hou-Min Chang (hchang); Jie Pacelli (jliu13); Vincent L Chiang (vchiang),10.1080/02773813.2014.902965,2014,Lignin and Wood Chemistry; Enzyme-mediated dye degradation; Plant Gene Expression Analysis,"Xiang, Zhouyang; Liu, Jie; Jameel, Hasan; Chiang, Vincent; Jin, Yongcan; Chang, Hou-min","Min, Douyong; Xiang, Zhouyang; Jameel, Hasan; Chang, Hou-min; Liu, Jie; Chiang, Vincent",dmin; zxiang; jameel; hchang; jliu13; vchiang
Structural Characterization of Pine Kraft Lignin: BioChoice Lignin vs Indulin AT,"Hu, Zhoujian; Du, Xueyu; Liu, Jie; Chang, Hou-min; Jameel, Hasan",Zhoujian Hu (); Xueya Du (xdu9); Jie Pacelli (jliu13); Hou-Min Chang (hchang); Hasan Jameel (jameel),10.1080/02773813.2016.1214732,2016,Lignin and Wood Chemistry; Fermentation and Sensory Analysis; Enzyme-mediated dye degradation,"Du, Xueyu; Liu, Jie; Chang, Hou-min; Jameel, Hasan","Hu, Zhoujian; Du, Xueyu; Liu, Jie; Chang, Hou-min; Jameel, Hasan",xdu9; jliu13; hchang; jameel
Engineering 3D-Bioplotted scaffolds to induce aligned extracellular matrix deposition for musculoskeletal soft tissue replacement,"Warren, Paul B.; Huebner, Pedro; Spang, Jeffrey T.; Shirwaiker, Rohan A.; Fisher, Matthew B.",Paul B. Warren (pbwarren); Rohan Shirwaiker (rashirwa); Matthew Fisher (mbfisher); Pedro Huebner dos Reis (phuebne),10.1080/03008207.2016.1276177,2016,Electrospun Nanofibers in Biomedical Applications; Bone Tissue Engineering Materials; Tissue Engineering and Regenerative Medicine,"Huebner, Pedro; Spang, Jeffrey T.; Shirwaiker, Rohan A.; Fisher, Matthew B.","Warren, Paul B.; Shirwaiker, Rohan A.; Fisher, Matthew B.; Huebner, Pedro",pbwarren; rashirwa; mbfisher; phuebne
Mechanical properties of tissue formed in vivo are affected by 3D-bioplotted scaffold microarchitecture and correlate with ECM collagen fiber alignment,"Huebner, Pedro; Warren, Paul B.; Chester, Daniel; Spang, Jeffrey T.; Brown, Ashley C.; Fisher, Matthew B.; Shirwaiker, Rohan A.",Daniel Chester (dcheste); Ashley Brown (aecarso2); Matthew Fisher (mbfisher); Rohan Shirwaiker (rashirwa); Paul B. Warren (pbwarren),10.1080/03008207.2019.1624733,2019,Electrospun Nanofibers in Biomedical Applications; Bone Tissue Engineering Materials; Tissue Engineering and Regenerative Medicine,"Warren, Paul B.; Chester, Daniel; Spang, Jeffrey T.; Brown, Ashley C.; Fisher, Matthew B.; Shirwaiker, Rohan A.","Chester, Daniel; Brown, Ashley C.; Fisher, Matthew B.; Shirwaiker, Rohan A.; Warren, Paul B.",dcheste; aecarso2; mbfisher; rashirwa; pbwarren
The role of <i>Enterococcus faecalis</i> during co-infection with avian pathogenic <i>Escherichia coli</i> in avian colibacillosis,"Walker, Grayson K.; Suyemoto, M. Mitsu; Gall, Sesny; Chen, Laura; Thakur, Siddhartha; Borst, Luke B.",Grayson Walker (gkwalke2); Sesny Gall (sgall); Siddhartha Thakur (sthakur); Luke Borst (lbborst); Mitsu Suyemoto (mmsuyemo); Laura Chen (lrchen),10.1080/03079457.2020.1796926,2020,Antimicrobial Resistance in Staphylococcus; Antibiotic Resistance in Bacteria; Salmonella and Campylobacter epidemiology,"Suyemoto, M. Mitsu; Gall, Sesny; Chen, Laura; Thakur, Siddhartha; Borst, Luke B.","Walker, Grayson K.; Gall, Sesny; Thakur, Siddhartha; Borst, Luke B.; Suyemoto, M. Mitsu; Chen, Laura",gkwalke2; sgall; sthakur; lbborst; mmsuyemo; lrchen
"Tan spot of lima bean caused by <i>Boeremia exigua</i> var. <i>exigua</i> in New York State, USA","Gorny, Adrienne M.; Kikkert, Julie R.; Dunn, Amara R.; Dillard, Helene R.; Smart, Christine D.; Pethybridge, Sarah J.",Adrienne Gorny (agorny),10.1080/07060661.2015.1105873,2015,Plant Pathogens and Fungal Diseases; Plant pathogens and resistance mechanisms; Plant-Microbe Interactions and Immunity,"Kikkert, Julie R.; Dunn, Amara R.; Dillard, Helene R.; Smart, Christine D.; Pethybridge, Sarah J.","Gorny, Adrienne M.",agorny
First report of <i>Didymella americana</i> on baby lima bean (<i>Phaseolus lunatus</i>),"Gorny, Adrienne M.; Kikkert, Julie R.; Shivas, Roger G.; Pethybridge, Sarah J.",Adrienne Gorny (agorny),10.1080/07060661.2016.1195877,2016,Plant Pathogens and Fungal Diseases; Plant Pathogens and Resistance; Plant pathogens and resistance mechanisms,"Kikkert, Julie R.; Shivas, Roger G.; Pethybridge, Sarah J.","Gorny, Adrienne M.",agorny
"Molecular approaches for biosurveillance of the cucurbit downy mildew pathogen, Pseudoperonospora cubensis","Rahman, Alamgir; Miles, Timothy D.; Martin, Frank N.; Quesada-Ocampo, Lina M.",Alamgir Rahman (arahman4); Lina Quesada (lmquesad),10.1080/07060661.2017.1357661,2017,Plant Pathogens and Resistance; Plant Disease Resistance and Genetics; Plant Pathogenic Bacteria Studies,"Miles, Timothy D.; Martin, Frank N.; Quesada-Ocampo, Lina M.","Rahman, Alamgir; Quesada-Ocampo, Lina M.",arahman4; lmquesad
"<i>Erysiphe parmeleeana</i>, sp. nov.: a new powdery mildew species on oak trees from Canada","Carey, Julie; Hambleton, Sarah; Shoukouhi, Parivash; Braun, Uwe; Bradshaw, Michael; Liu, Miao",Michael Bradshaw (mjbradsh),10.1080/07060661.2025.2471097,2025,Powdery Mildew Fungal Diseases; Berry genetics and cultivation research; Yeasts and Rust Fungi Studies,"Hambleton, Sarah; Shoukouhi, Parivash; Braun, Uwe; Bradshaw, Michael; Liu, Miao","Bradshaw, Michael",mjbradsh
Divide and Conquer: The Initiation and Proliferation of Meristems,"Schwartz, Michael F.; Peters, Rachel; Hunt, Aitch M.; Abdul-Matin, Abdul-Khaliq; Broeck, Lisa; Sozzani, Rosangela",Rachel Peters (rmpeter4); Michael Schwartz (mfschwar); Aitch Hunt (hmhunt2); Ross Sozzani (rsozzan); Lisa Van den Broeck (lfvanden),10.1080/07352689.2021.1915228,2021,Plant Molecular Biology Research; Plant Reproductive Biology; Plant nutrient uptake and metabolism,"Peters, Rachel; Hunt, Aitch M.; Abdul-Matin, Abdul-Khaliq; Broeck, Lisa; Sozzani, Rosangela","Peters, Rachel; Schwartz, Michael F.; Hunt, Aitch M.; Sozzani, Rosangela; Broeck, Lisa",rmpeter4; mfschwar; hmhunt2; rsozzan; lfvanden
A practical method for evaluating worker allocations in large-scale dual resource constrained job shops,"Lobo, Benjamin J.; Wilson, James R.; Thoney, Kristin A.; Hodgson, Thom J.; King, Russell E.",Kristin Barletta (kathoney); Thom Hodgson (hodgson); Russell King (king); James Wilson (jwilson),10.1080/0740817x.2014.892231,2014,Scheduling and Optimization Algorithms; Assembly Line Balancing Optimization; Advanced Manufacturing and Logistics Optimization,"Wilson, James R.; Thoney, Kristin A.; Hodgson, Thom J.; King, Russell E.","Thoney, Kristin A.; Hodgson, Thom J.; King, Russell E.; Wilson, James R.",kathoney; hodgson; king; jwilson
Stakeholder Views of Science and Technologies for Phosphorus Sustainability: A Comparative Analysis of Three Case Studies in Phosphorus Recovery in the US,"Merck, Ashton W.; Deaver, J. A.; Crane, L.; Morrison, E. S.; Call, D. F.; Boyer, T. H.; Marshall, A.; Grieger, K.",Ashton Merck (awmerck); Douglas Call (dfcall); Khara Grieger (kdgriege); Jessica Deaver (jdeaver),10.1080/08941920.2024.2389806,2024,Phosphorus and nutrient management; Wastewater Treatment and Nitrogen Removal; Soil and Water Nutrient Dynamics,"Deaver, J. A.; Crane, L.; Morrison, E. S.; Call, D. F.; Boyer, T. H.; Marshall, A.; Grieger, K.","Merck, Ashton W.; Call, D. F.; Grieger, K.; Deaver, J. A.",awmerck; dfcall; kdgriege; jdeaver
Innovation Training Making Innovation a Core Competency,"Michaelis, Timothy L.; Markham, Stephen K.",Tim Michaelis (tlmichae); Stephen Markham (skmarkha),10.1080/08956308.2017.1276387,2017,Human Resource Development and Performance Evaluation; Technology Assessment and Management; Innovation and Knowledge Management,"Markham, Stephen K.","Michaelis, Timothy L.; Markham, Stephen K.",tlmichae; skmarkha
Fungicide efficacy trials for the control of powdery mildew (<i>Podosphaera cerasi</i>) on sweet cherry trees (<i>Prunus avium</i>),"Moparthi, Swarnalatha; Bradshaw, Michael",Michael Bradshaw (mjbradsh),10.1080/09583157.2020.1755616,2020,Powdery Mildew Fungal Diseases; Plant Pathogens and Fungal Diseases; Fungal Plant Pathogen Control,"Bradshaw, Michael","Bradshaw, Michael",mjbradsh
International linkages and female share of employment: Plant-level evidence from a developing country,"Putra, Chandra; Yasar, Mahmut; Agarwal, Ankita; Lahiri, Bidisha; Rejesus, Roderick M.",Roderick Rejesus (rmrejesu),10.1080/09638199.2024.2312230,2024,Firm Innovation and Growth; Labor market dynamics and wage inequality; Global trade and economics,"Yasar, Mahmut; Agarwal, Ankita; Lahiri, Bidisha; Rejesus, Roderick M.","Rejesus, Roderick M.",rmrejesu
Peanut (Arachis hypogaea) response to weed and disease management in northern Ghana,"Abudulai, Mumuni; Naab, Jesse; Seini, Shaibu Seidu; Dzomeku, Israel; Boote, Kenneth; Brandenburg, Rick; Jordan, David",Rick Brandenburg (rbranden); David Jordan (dljorda2),10.1080/09670874.2017.1371806,2017,Peanut Plant Research Studies; Agricultural pest management studies; Agronomic Practices and Intercropping Systems,"Naab, Jesse; Seini, Shaibu Seidu; Dzomeku, Israel; Boote, Kenneth; Brandenburg, Rick; Jordan, David","Brandenburg, Rick; Jordan, David",rbranden; dljorda2
Intercultural Rhetoric and Professional Communication: Technological Advances and Organizational Behavior,"Ding, Huiling",Huiling Ding (hding),10.1080/10572252.2014.942191,2014,Team Dynamics and Performance; Communication in Education and Healthcare; Discourse Analysis in Language Studies,,"Ding, Huiling",hding
Help is in the Helping: An Evaluation of Help Documentation in a Networked Age,"Swarts, Jason",Jason Swarts (jswarts),10.1080/10572252.2015.1001298,2015,Information Systems Theories and Implementation; Open Source Software Innovations; Personal Information Management and User Behavior,,"Swarts, Jason",jswarts
"Visualizing and Tracing: Research Methodologies for the Study of Networked, Sociotechnical Activity, Otherwise Known as Knowledge Work","Read, Sarah; Swarts, Jason",Jason Swarts (jswarts),10.1080/10572252.2015.975961,2014,Information Systems Theories and Implementation; Complex Network Analysis Techniques; Social Media and Politics,"Swarts, Jason","Swarts, Jason",jswarts
Development of Technical Communication in China: Program Building and Field Convergence,"Ding, Huiling",Huiling Ding (hding),10.1080/10572252.2018.1551576,2018,Discourse Analysis in Language Studies; Engineering Education and Curriculum Development; Second Language Learning and Teaching,,"Ding, Huiling",hding
Technical Communication is a Social Medium,"Swarts, Jason",Jason Swarts (jswarts),10.1080/10572252.2020.1774659,2020,Knowledge Management and Sharing; Open Source Software Innovations; Wikis in Education and Collaboration,,"Swarts, Jason",jswarts
The Construction of Data Usability,"Swarts, Jason",Jason Swarts (jswarts),10.1080/10572252.2024.2401359,2024,Data Quality and Management; Big Data and Business Intelligence; Data Visualization and Analytics,,"Swarts, Jason",jswarts
Predicting private landowner hunting access decisions and hunter density,"Burke, Conner R.; Peterson, M. Nils; Sawyer, David T.; Moorman, Christopher E.; Serenari, Christopher; Meentemeyer, Ross K.; DePerno, Christopher S.",Christopher Moorman (moorman); Christopher Serenari (); Ross Meentemeyer (rkmeente); Christopher DePerno (csdepern); Markus Nils Peterson (); Caitlin Burke (caburke); Nils Peterson (mnpeters),10.1080/10871209.2018.1545147,2018,Wildlife Ecology and Conservation; Economic and Environmental Valuation; Forest Management and Policy,"Peterson, M. Nils; Sawyer, David T.; Moorman, Christopher E.; Serenari, Christopher; Meentemeyer, Ross K.; DePerno, Christopher S.","Moorman, Christopher E.; Moorman, Christopher E.; Meentemeyer, Ross K.; Moorman, Christopher E.; Peterson, M. Nils; Burke, Conner R.; Peterson, M. Nils",moorman; rkmeente; csdepern; caburke; mnpeters
"Taxonomy of the <i>Golovinomyces cynoglossi</i> Complex (<i>Erysiphales, Ascomycota</i>) Disentangled by Phylogenetic Analyses and Reassessments of Morphological Traits","Braun, Uwe; Bradshaw, Michael; Zhao, Ting-Ting; Cho, Sung-Eun; Shin, Hyeon-Dong",Michael Bradshaw (mjbradsh),10.1080/12298093.2018.1509512,2018,Powdery Mildew Fungal Diseases; Plant Pathogens and Fungal Diseases; Yeasts and Rust Fungi Studies,"Bradshaw, Michael; Zhao, Ting-Ting; Cho, Sung-Eun; Shin, Hyeon-Dong","Bradshaw, Michael",mjbradsh
Developing a local definition of urban agriculture: context and implications for a rural state,"Dobbins, C. E.; Cox, C. K.; Edgar, L. D.; Graham, D. L.; Philyaw Perez, A. G.",Katie Sanders (ecdobbin),10.1080/1389224X.2020.1726779,2020,Urban Agriculture and Sustainability; Urban Green Space and Health; Organic Food and Agriculture,"Cox, C. K.; Edgar, L. D.; Graham, D. L.; Philyaw Perez, A. G.","Dobbins, C. E.",ecdobbin
Perceptions of knowledge management capacity within extension services: an exploratory factor analysis approach,"Lamm, Kevan W.; Lamm, Alexa J.; Davis, Kristin; Sanders, Catherine E.; Powell, Alyssa",Katie Sanders (ecdobbin),10.1080/1389224X.2021.1984956,2021,Diverse Educational Innovations Studies,"Lamm, Alexa J.; Davis, Kristin; Sanders, Catherine E.; Powell, Alyssa","Sanders, Catherine E.",ecdobbin
The effect of grafting on nitrogen use in determinate field-grown tomatoes,"Suchoff, David H.; Gunter, Christopher C.; Schultheis, Jonathan R.; Hassell, Richard L.; Louws, Frank J.",David Suchoff (dhsuchof); Jonathan Schultheis (jonr); Frank Louws (fjlouws); Christopher Gunter (cgunter),10.1080/14620316.2018.1450645,2018,Plant Disease Management Techniques; Plant Virus Research Studies; Growth and nutrition in plants,"Gunter, Christopher C.; Schultheis, Jonathan R.; Hassell, Richard L.; Louws, Frank J.","Suchoff, David H.; Schultheis, Jonathan R.; Louws, Frank J.; Gunter, Christopher C.",dhsuchof; jonr; fjlouws; cgunter
Effect of rootstock and nitrogen fertilizer on growth and yield in watermelon,"Suchoff, David H.; Schultheis, Jonathan R.; Gunter, Christopher C.; Hassell, Richard L.; Louws, Frank J.",David Suchoff (dhsuchof); Jonathan Schultheis (jonr); Frank Louws (fjlouws); Christopher Gunter (cgunter),10.1080/14620316.2019.1624629,2019,Plant Disease Management Techniques; Plant Virus Research Studies; Nematode management and characterization studies,"Schultheis, Jonathan R.; Gunter, Christopher C.; Hassell, Richard L.; Louws, Frank J.","Suchoff, David H.; Schultheis, Jonathan R.; Louws, Frank J.; Gunter, Christopher C.",dhsuchof; jonr; fjlouws; cgunter
Evaluating the US Mid-Century Strategy for Deep Decarbonization amidst early century uncertainty,"Galik, Christopher S.; DeCarolis, Joseph F.; Fell, Harrison",Christopher Galik (csgalik); Joseph DeCarolis (jfdecaro); Harrison Fell (hfell),10.1080/14693062.2017.1340257,2017,"Climate Change Policy and Economics; Atmospheric and Environmental Gas Dynamics; Energy, Environment, and Transportation Policies","DeCarolis, Joseph F.; Fell, Harrison","Galik, Christopher S.; DeCarolis, Joseph F.; Fell, Harrison",csgalik; jfdecaro; hfell
Piecemeal or combined? Assessing greenhouse gas mitigation spillovers in US forest and agriculture policy portfolios,"Galik, Christopher S.; Latta, Gregory S.; Gambino, Christopher",Christopher Galik (csgalik); Christopher Gambino (),10.1080/14693062.2019.1663719,2019,Forest Management and Policy; Climate Change Policy and Economics; Environmental Impact and Sustainability,"Latta, Gregory S.; Gambino, Christopher","Galik, Christopher S.; Galik, Christopher S.",csgalik
Leaf gas exchange recovery of soybean from water-deficit stress,"Rosas-Anderson, Pablo; Sinclair, Thomas R.; Locke, Anna; Carter, Thomas E.; Rufty, Thomas W.",Thomas Sinclair (trsincla); Anna Locke (amlocke2); Thomas Rufty (twrufty); Pablo Jose Rosas-Anderson (pjrosasa); Thomas Carter (tecarter),10.1080/15427528.2020.1764429,2020,Soybean genetics and cultivation; Plant responses to water stress; Plant Water Relations and Carbon Dynamics,"Sinclair, Thomas R.; Locke, Anna; Carter, Thomas E.; Rufty, Thomas W.","Sinclair, Thomas R.; Locke, Anna; Sinclair, Thomas R.; Rosas-Anderson, Pablo; Sinclair, Thomas R.",trsincla; amlocke2; twrufty; pjrosasa; tecarter
